time,message,logger,level
2015-01-22 12:08:48.3040,Clearing VLC playlist,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.3040,VLC about to play: 01traffic.mp4,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.3040,player.input.state = 6,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.3040,Play NOW!,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.3040,player.input.state = 0,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.4100,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.5110,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.6120,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.7190,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.8250,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:48.9260,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.0270,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.1330,player.input.state = 1,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.2340,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.3350,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.4360,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.5390,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.6401,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.7411,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.8421,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:49.9431,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.0441,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.2871,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.3881,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.4891,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.5901,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.6911,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.7921,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.8931,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:50.9941,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.0951,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.1961,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.2971,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.3982,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.4992,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.6002,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.7012,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.8022,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:51.9032,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.0042,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.1052,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.2072,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.3082,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.4092,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.5102,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.6112,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.7122,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.8132,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:52.9142,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.0152,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.1153,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.2163,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.3173,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.4183,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.5193,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.6203,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.7213,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.8223,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:53.9233,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.0243,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.1253,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.2263,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.3273,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.4283,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.5293,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.6303,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.7313,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.8324,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:54.9334,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.0344,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.1354,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.2364,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.3374,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.4384,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.5394,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.6404,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.7414,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:55.9994,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.1004,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.2014,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.3024,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.4034,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.5044,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.6055,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.7065,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.8075,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:56.9085,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:57.0095,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
2015-01-22 12:08:57.1105,player.input.state = 3,SlidingScreensVideoPlayer.Program,Trace
